b1_min,b1_max,b1_mean,b1_variance,b1_skewness,b1_kurtosis,b2_min,b2_max,b2_mean,b2_variance,b2_skewness,b2_kurtosis,b3_min,b3_max,b3_mean,b3_variance,b3_skewness,b3_kurtosis,b4_min,b4_max,b4_mean,b4_variance,b4_skewness,b4_kurtosis,b5_min,b5_max,b5_mean,b5_variance,b5_skewness,b5_kurtosis,b6_min,b6_max,b6_mean,b6_variance,b6_skewness,b6_kurtosis,b7_min,b7_max,b7_mean,b7_variance,b7_skewness,b7_kurtosis,b8_min,b8_max,b8_mean,b8_variance,b8_skewness,b8_kurtosis,segment_id,image_id
274,305,291.39247311827955,33.28498095998703,-0.7216945131662228,-0.23421725883584266,276,334,304.80752688172043,92.33428128291494,-0.7707395041761896,0.009976494521086732,353,449,407.26989247311826,282.98735951479796,-0.8207259977827964,0.1808659051192838,384,503,456.8290322580645,545.4788117642975,-0.8030015379548224,-0.020432426901833445,265,368,319.97956989247314,352.3429621398891,-0.7614352094624386,-0.00419660798403676,366,525,451.38817204301074,493.24097943215634,-0.7474228186173346,1.366695148949403,365,532,448.7021505376344,555.8821266942139,-0.2468548191205982,1.4201165653231085,341,528,438.31827956989247,635.5153813211108,-0.4030766040857775,1.409389839016919,1.0,6180_4_3
272,311,291.2193548387097,33.77960345845342,-0.4296807862841576,-0.10750877891807464,278,331,304.22795698924733,90.24722617683486,-0.48654630311478,-0.20357888758595521,351,449,406.9215053763441,261.4136382050303,-0.45332525741056584,0.19927022858665566,380,527,454.8451612903226,526.0750303829993,-0.47988749933612773,0.29684440764872155,260,371,317.3827956989247,359.1837725846962,-0.5592398350863865,0.19298163000480084,362,524,447.9612903225806,460.46351609430883,-0.5231495902173648,1.3471903489171408,357,558,444.5505376344086,667.5437295276456,0.41119982924590026,1.6141960576446115,339,540,433.08817204301073,718.7220343298958,0.20806812498736008,1.3002024414511677,2.0,6180_4_3
278,308,293.0236559139785,35.967147007419236,-0.1641553156819686,-0.8221948825198497,284,329,307.7935483870968,91.50092711552485,-0.2876107957686004,-0.8012217607879939,369,455,413.0311827956989,303.83002766299757,-0.23659975658165172,-0.6549302167188884,403,522,464.1752688172043,567.8476116068845,-0.24868827026436413,-0.6207258779873057,278,368,325.28172043010755,355.86242114888245,-0.26444327166137005,-0.5803283252280576,394,509,455.7043010752688,452.8328124819149,-0.32134408304055656,-0.1558309828603135,386,525,451.0752688172043,503.7919603689943,-0.0374244201944324,-0.038312663160074756,376,512,439.8731182795699,534.3304929569314,-0.07287674407237833,-0.21046843953900662,3.0,6180_4_3
278,312,297.56666666666666,38.86584140653032,-0.6362709909664969,0.21989522249682736,282,351,315.53225806451616,112.36763429285739,-0.5821286697776568,0.3755841780170317,362,493,427.5967741935484,407.203218861766,-0.3773647391842981,0.3108290531900595,397,575,482.7924731182796,790.700696783453,-0.32258916305431395,0.26401754695788426,279,411,339.1967741935484,485.53174415778324,-0.3513080197099336,0.410255141161759,373,566,468.3752688172043,754.6889463754529,-0.07804416961306924,0.4213681083749585,374,543,458.1634408602151,696.4899429378335,-0.07475867147248044,0.32903405949990816,344,536,445.98279569892475,789.7370556848037,-0.1542097587799,0.13558944483234026,4.0,6180_4_3
278,306,293.26344086021504,33.50103012836094,-0.37329888919416215,-0.71397524729172,284,332,307.55591397849463,91.18793592370105,-0.27315403812335354,-0.839138169167204,370,454,412.47956989247314,281.2121763487158,-0.158867463814797,-0.5936384126635055,405,520,462.1322580645161,541.9297440883364,-0.16513476948905395,-0.73881376046148,274,366,322.2516129032258,350.8429737143651,-0.25222843812731405,-0.6695383355966524,384,511,452.1290322580645,450.23952220563217,-0.35899579519215874,0.21768000318114566,375,543,447.0978494623656,627.3262601710708,0.33663765109131627,1.086614940923507,357,532,435.93440860215054,675.1141000266213,0.08798047316904269,0.6248328474407994,5.0,6180_4_3
276,309,290.3752688172043,43.438139055754256,0.08478277575210574,-1.1486374974067266,278,334,302.7763440860215,120.11569383196174,-0.009873097774319476,-1.1537945218229904,360,468,404.46344086021503,367.66766091415207,-0.005419730619468158,-0.8233666045117105,391,554,451.73978494623657,724.0290936027872,0.07254892866065038,-0.6755185489984985,265,382,314.85698924731184,477.14314270171417,-0.03597203109502646,-0.8813919037192144,378,542,449.1989247311828,605.9722270449206,-0.27978003837793614,0.5323732162815498,373,568,449.005376344086,765.7168709561673,0.3850660488465192,1.8633355385280996,358,553,438.38924731182794,798.7137701540563,0.1800460655242583,1.5036943259289135,6.0,6180_4_3
278,317,296.2559139784946,33.35316735534799,-0.3674046806011229,0.5288101463739414,284,351,312.63978494623655,93.07893213884742,-0.2956960023304977,0.8168868144037242,368,496,420.9913978494624,342.83523270483926,-0.09680872448717298,0.8219518706228421,399,599,475.3301075268817,647.1363369098464,0.028183814428599154,1.4095548300043559,269,416,333.30645161290323,388.1503350810792,-0.020095446289559036,1.1465562193068246,371,589,459.7881720430108,631.842055858421,0.16052030082567573,1.961118267255296,359,551,449.31720430107526,598.6473893769461,0.03308369389348887,1.2987262800289034,337,556,438.9720430107527,711.8442121832935,0.02106888539798942,1.368062669498813,7.0,6180_4_3
277,306,294.11182795698926,31.42128083151035,-0.6550060908133537,-0.0667081782870329,278,329,308.76344086021504,91.54570181835015,-0.7270459544845622,0.06482401162608253,357,449,414.0483870967742,310.181725059898,-0.6867986471906916,0.12987605702923277,382,516,465.5741935483871,588.1651029549637,-0.7035296078322303,0.23856504808425383,263,366,326.1193548387097,369.5820792388625,-0.7309202993330292,0.2411300355958046,361,501,453.0752688172043,561.9706471289512,-0.866784547745668,1.0203727968109675,354,503,445.8817204301075,554.459622440594,-0.7805704283166576,1.006525850543892,345,493,435.23655913978496,657.3368751229789,-0.7568496228402334,0.9529986098390952,8.0,6180_4_3
279,308,294.4548387096774,27.430143407757217,-0.6092792296683575,-0.20763734311558268,283,328,309.1666666666667,77.32310728381773,-0.628915751575359,-0.1918876301535004,364,451,414.69247311827957,253.0506429621399,-0.6591097082582384,0.07653606906996169,397,514,466.01075268817203,478.28836649420697,-0.5806758030770727,-0.08382208226518761,272,368,325.8752688172043,299.39884949708903,-0.6523619959103278,-0.021680093349714546,372,501,453.6623655913979,388.8395939673831,-0.7833298827470694,1.2283271050676348,363,524,446.5247311827957,419.33900019676605,-0.43475416643238834,1.7859023329280248,345,501,435.46666666666664,457.8681019016864,-0.695769390088036,1.7691572007246075,9.0,6180_4_3
283,308,297.4193548387097,20.971422618840933,-0.5447817398146079,0.27618549808369686,287,333,313.96451612903223,58.09884718219382,-0.6687545090747992,0.7745723914400675,373,459,422.61075268817206,184.79988425524033,-0.4492557089599217,0.6838868662184558,410,525,476.80860215053764,347.7803349653344,-0.4696874432072826,0.820206936800699,288,372,333.789247311828,200.2246420593308,-0.4879226214211967,0.7481761906458533,401,522,459.93225806451613,288.54761276433214,-0.010267565837596035,1.1095912160653025,390,544,449.90752688172046,330.2885331666609,0.371474038198833,2.8686613567546457,368,532,439.458064516129,372.81255599152746,0.17816776575780213,2.2295839177831507,10.0,6180_4_3
