b1_min,b1_max,b1_mean,b1_variance,b1_skewness,b1_kurtosis,b2_min,b2_max,b2_mean,b2_variance,b2_skewness,b2_kurtosis,b3_min,b3_max,b3_mean,b3_variance,b3_skewness,b3_kurtosis,b4_min,b4_max,b4_mean,b4_variance,b4_skewness,b4_kurtosis,b5_min,b5_max,b5_mean,b5_variance,b5_skewness,b5_kurtosis,b6_min,b6_max,b6_mean,b6_variance,b6_skewness,b6_kurtosis,b7_min,b7_max,b7_mean,b7_variance,b7_skewness,b7_kurtosis,b8_min,b8_max,b8_mean,b8_variance,b8_skewness,b8_kurtosis,segment_id,image_id
322,421,344.90860215053766,186.48786994918808,1.8346832631757815,5.8465501020354225,331,483,369.5086021505376,408.7862553097908,1.4768419678014406,4.804184058956778,442,698,520.6172043010753,1026.8371633274303,0.951434728904795,3.874892802017423,511,803,616.810752688172,1731.3527367848421,0.13375815961546986,1.314697416694087,499,786,618.810752688172,2187.191272845122,-0.10958363763770934,0.3520856432099948,488,731,596.263440860215,1822.0134090304061,0.3113386717036996,-0.152218641508985,641,974,782.6064516129032,4492.505878676343,0.364382481686366,-0.6285541826814951,433,679,532.0086021505376,2572.721131520771,0.39852850540210355,-0.738121777388768,1.0,6130_4_3
323,351,340.4494623655914,27.6212322187113,-1.0917275174575911,1.0735658651350333,333,387,367.61075268817206,97.8741576675116,-1.492080706212972,2.2280511864486936,453,574,527.3408602150538,490.2270692269407,-1.3432115420991664,1.6951484392002145,517,701,636.2591397849462,1302.9004814982,-1.5016633739953325,2.0627270581392967,500,729,652.2333333333333,1823.343774668102,-1.6941652382421695,2.7821255950819053,519,710,639.8817204301075,986.6942833663206,-1.041915303503734,1.3185825914079032,703,1074,866.0075268817204,1874.4036031343683,0.13756368744749067,3.308975747868671,477,731,602.9569892473119,1002.9970716575809,-0.30300171325681013,2.29464771616208,2.0,6130_4_3
324,353,346.2806451612903,15.375405396020692,-2.6173498215512385,9.678180473166735,331,387,377.06236559139785,54.22430871442295,-3.4671203454544566,14.831717037028739,460,569,547.1139784946237,230.53166660879424,-3.3399212520513495,13.633778810628701,511,692,664.5612903225806,577.9149692697663,-3.5425996186434467,15.398330507813867,492,716,680.4537634408603,862.8423162841303,-3.8062749872489032,17.355271845331686,518,699,664.4172043010752,297.0399620357189,-2.7381694356258413,13.826202090122543,694,1101,895.5279569892473,973.3043844114959,0.7601237955752904,13.57925051330847,481,745,623.6118279569893,444.9309686678936,0.2397719412104648,11.250091412487713,3.0,6130_4_3
324,354,336.958064516129,48.309326712733075,0.39969474861666554,-1.0886059289397227,336,387,359.01935483870966,191.5733601861175,0.2144752799988597,-1.367975843931297,453,564,505.041935483871,915.7560436126254,0.21396426558112583,-1.3494900309915,520,686,594.3827956989247,2360.6218780744703,0.1869313058565455,-1.4258084140289018,507,702,599.0591397849462,3671.4529034572956,0.10096615773124211,-1.532630420529404,502,687,600.1344086021505,2057.6471463129506,0.03610302751037956,-1.1909448123130248,662,933,823.089247311828,3090.6841684317747,-0.4043022612505431,-0.42099149377244816,455,657,573.8634408602151,1773.1600182876723,-0.38041976226559293,-0.5390746455974087,4.0,6130_4_3
329,359,348.0698924731183,18.034937555702168,-1.224970592129694,3.5085922900557422,340,396,381.19139784946236,70.27333819461325,-1.8497828542442696,5.789479511578467,464,593,553.5236559139785,389.6490630461706,-1.3232626216603973,3.350477212232648,532,728,669.8494623655914,942.0418996029955,-1.2887429816460672,3.5855865187590865,520,749,688.8290322580646,1227.620900031251,-1.6282501272403327,4.885802374085606,539,724,671.8279569892474,895.8110582543375,-0.9986235675198675,1.6167154616326398,727,985,907.2903225806451,1306.557172124032,-1.0132383953650006,1.3994693884713962,510,700,633.7311827956989,648.76511915923,-1.2025311693210285,2.003389194816039,5.0,6130_4_3
326,358,350.93548387096774,17.481301434077572,-2.9914971689702066,11.97766941030824,338,398,385.64516129032256,50.033265043925134,-3.908656371020158,19.138491286784454,469,586,566.8462365591398,221.4499589106103,-3.9464603147247197,18.875386247215225,533,720,692.2129032258065,559.7221153512274,-4.286943798041911,21.571328721078146,506,741,710.2182795698925,820.0136590390871,-4.646308019993931,24.704652447285486,558,720,692.2376344086022,300.12538514068774,-4.104588709820371,24.447491861297582,752,1094,928.6838709677419,618.3068439876386,-1.270800742787503,21.991626782736176,513,753,645.6913978494624,303.05751472852063,-2.2309364877463405,24.326992836605637,6.0,6130_4_3
325,360,347.31182795698925,56.17391807585911,-1.3976661101587096,1.1935094593867266,335,398,378.68387096774194,188.7008160005556,-1.645359931250897,1.8199961756034675,459,589,549.6935483870968,820.7445223792494,-1.666774780657923,1.8570337536203416,524,725,664.2,2242.067599569429,-1.7515804573417761,1.9581821476684205,502,743,677.4333333333333,3287.8066379619668,-1.8543815365500436,2.2443281203458056,517,721,668.9827956989247,1273.6380244684424,-1.9059440537578833,3.6627135935080295,688,1014,909.4494623655914,1473.201425975439,-2.5932334883603434,10.000256412632554,477,695,633.6290322580645,721.329403798743,-2.8722440198293486,11.300382066801708,7.0,6130_4_3
328,352,344.8989247311828,10.965014988946375,-1.8757880585824172,5.701735309558556,343,387,375.81505376344086,45.86242114888248,-2.652085029342698,8.867230990702696,470,569,545.5537634408602,259.28935611190207,-2.5856529879392447,8.165384120209007,536,702,662.7924731182795,710.2292220794703,-2.652849543903216,8.749041434219063,524,726,682.5118279569892,1097.677470282533,-2.830006479429217,9.560428498058789,560,709,671.4365591397849,614.8533444448303,-1.8654235149162217,4.614909883242474,811,952,909.6827956989247,667.1382397536952,-1.0239551254978554,0.9946034465936182,560,665,635.7978494623655,302.8998877275832,-1.1007694715541676,1.3255466095030108,8.0,6130_4_3
322,352,343.81397849462365,31.16557403613551,-1.3663860011307871,1.7267633241183873,334,389,373.48709677419356,109.97884301538247,-1.691592077622475,2.9905737887220445,456,570,537.7086021505377,544.2648344271213,-1.348113049753033,1.4939855751275966,519,700,647.3709677419355,1443.594204659884,-1.3322216630714399,1.4877218872809648,504,721,665.405376344086,1973.2187008808176,-1.5035879703414103,2.2709993089818283,526,707,662.1150537634409,1004.9329270692269,-1.2305893711994524,1.5647328706761927,706,989,903.6408602150537,1383.7783071171452,-1.5889161524196218,3.902124612754995,486,689,632.3698924731183,618.3947868560252,-1.9231383910973474,6.09174819940649,9.0,6130_4_3
320,353,338.91182795698927,36.039580078011966,-0.4107243773339964,-0.47451363565561744,334,390,364.458064516129,154.0805861314629,-0.49916903565046405,-0.44356073871438184,454,570,516.394623655914,636.2563758000856,-0.3729112469403202,-0.5569266036345462,516,692,611.583870967742,1450.262602868155,-0.46384425974617965,-0.5104973406340441,502,710,623.5376344086021,2364.0335659803,-0.7349324121268317,-0.1758611870486506,512,719,635.4064516129032,1257.7032952533075,-0.5124912858355044,-0.0459881619226401,674,999,882.0956989247312,2540.1684421912796,-0.7687983024240888,0.8083269240202529,458,690,620.5677419354839,1381.8301746588425,-0.8219830032634697,0.9526830984919705,10.0,6130_4_3
