b1_min,b1_max,b1_mean,b1_variance,b1_skewness,b1_kurtosis,b2_min,b2_max,b2_mean,b2_variance,b2_skewness,b2_kurtosis,b3_min,b3_max,b3_mean,b3_variance,b3_skewness,b3_kurtosis,b4_min,b4_max,b4_mean,b4_variance,b4_skewness,b4_kurtosis,b5_min,b5_max,b5_mean,b5_variance,b5_skewness,b5_kurtosis,b6_min,b6_max,b6_mean,b6_variance,b6_skewness,b6_kurtosis,b7_min,b7_max,b7_mean,b7_variance,b7_skewness,b7_kurtosis,b8_min,b8_max,b8_mean,b8_variance,b8_skewness,b8_kurtosis,segment_id,image_id
275,331,315.22795698924733,106.10513790988111,-1.6365524096140611,2.8313687658564897,374,567,502.7462365591398,1107.166966445594,-1.6104880669139368,2.9565584550195023,439,833,712.0688172043011,4784.490415176453,-1.6592452498761188,3.07497607024823,297,685,570.2698924731183,4941.424388578307,-1.807581250140323,3.1988985417787275,271,688,592.4505376344086,6800.891522853803,-2.0310642209261265,3.644540448630276,288,768,627.5591397849462,4654.098221003044,-2.0927291378094206,5.780292554132311,374,1100,859.3720430107527,7820.012134680603,-2.0007334164320305,7.1617797620923,245,817,629.9849462365592,4681.052518027246,-1.9064950379663776,6.551947506383737,1.0,6110_3_4
286,335,321.48279569892475,28.773115964674705,-2.117934502484081,10.783055588595778,426,570,520.2376344086022,217.89287706749076,-1.364539111290262,8.110034676554529,550,860,754.5172043010753,1074.8183258677964,-1.1451413381874824,6.833272595770522,406,707,617.0440860215053,1033.9280866233782,-1.2666982557962192,6.827437481291431,428,752,644.3075268817204,1376.5942382258643,-1.2778587749464219,5.9880004173793395,414,783,658.9279569892473,1447.4964188571362,-0.7471435041142885,5.193342298004108,571,1060,879.1795698924731,3145.3853733347223,-0.06594001481342321,3.746171205637973,388,795,642.0569892473118,1895.2529381807237,0.26644103553556164,4.020858154409642,2.0,6110_3_4
272,333,312.14193548387095,204.02073683113997,-0.8591770972136064,-0.4045061685016087,377,568,498.14086021505375,2275.923086449761,-0.9499411986133732,-0.3568969117171297,449,848,712.4043010752688,9041.158216141765,-0.9550727813848718,-0.2623718141271336,324,695,568.921505376344,9743.133767376181,-1.0166958461143323,-0.3071812401508782,296,750,590.9247311827957,15911.314027107423,-1.0637008854002032,-0.32611630289920646,340,773,650.6612903225806,7042.936820722942,-1.1676820037725775,0.8361213734483912,455,1106,909.1731182795698,10645.112086067802,-1.285260665976822,2.093924969891595,345,835,672.9010752688172,6311.327124784425,-1.2412159659165138,1.7901881062900529,3.0,6110_3_4
282,329,313.2258064516129,87.02322997326297,-1.2727053678775504,0.8825086515147489,388,565,499.9537634408602,1016.7115304929569,-1.5381538513789952,1.6067064018105546,497,853,710.047311827957,3992.914874359063,-1.4668421280671153,1.5281439147503608,356,692,566.2763440860215,4290.807297707096,-1.5316867952364692,1.5867255771655397,317,762,591.5505376344086,7698.193890991584,-1.5468013665028686,1.4999498775778681,431,783,645.0924731182796,3290.688963737167,-1.5259803552954245,2.701131428725728,598,1082,902.7010752688172,5641.415391738138,-1.3768417274011353,2.9744532594747817,437,797,672.7666666666667,3378.325475421601,-1.4244363432536495,2.949270450104957,4.0,6110_3_4
267,334,311.5956989247312,104.24540666921304,-0.7945205736225842,1.5586285154609474,371,566,503.88924731182794,828.6195828558862,-1.4446950401375225,4.560119494918863,417,844,722.1881720430108,3419.9914638239748,-1.373677027243057,4.916636353259758,275,688,580.4881720430108,3524.4546500457195,-1.753071094417216,5.826394822890007,261,753,614.8559139784946,5602.98459900228,-1.9605981654402727,5.9455127431893775,268,777,662.7107526881721,3235.7084956653584,-2.137409344445378,10.064355956957819,369,1090,927.7795698924731,5638.062230170029,-2.4362806613571437,12.873963510336653,263,802,694.3354838709678,3128.8324316816556,-2.859589611096854,15.777928124842038,5.0,6110_3_4
301,324,313.60215053763443,22.360382883664943,-0.011042505167932733,-0.6732697097651279,459,530,495.8236559139785,166.9570286005301,0.19982729304531005,-0.5055743258023644,620,770,697.0559139784946,689.8074192390937,0.19085133985999705,-0.3398508021239057,484,624,555.2451612903226,596.2218549255182,0.24091950357151912,-0.12854458263513102,490,663,580.0709677419355,834.8388763498733,0.1835824829091638,-0.3059133593431205,509,703,607.7935483870967,1209.2232091392063,-0.2331318535269884,-0.7198094296160433,676,962,837.3354838709678,3371.306059238168,-0.42408447986561654,-0.9185613986502981,492,721,622.3612903225807,2257.2342372999065,-0.4114206411798242,-0.9830553262396284,6.0,6110_3_4
275,332,307.91182795698927,122.66390731159647,-1.0927781245017454,0.2609476608323371,376,549,477.3301075268817,1300.5959709249164,-1.096777810393292,0.019396092202620174,459,827,663.7763440860215,5695.456920957905,-1.0046533600758192,0.07571002248237768,326,698,525.8290322580646,6429.104215424147,-0.9755162448779714,0.0650958403390609,305,742,540.3204301075269,10062.708839427294,-1.0613230300164358,0.022332558945458825,346,749,583.1494623655914,4133.711759667581,-0.8806405390599124,1.2032006225651086,481,997,805.5483870967741,5293.83242473697,-1.1358134263456228,3.0082643763780093,338,719,591.6333333333333,3005.5091137423756,-1.1325582784134558,2.691903211434451,7.0,6110_3_4
280,333,320.4462365591398,81.6144368438719,-2.2848201829948516,5.250939396634163,393,552,520.4365591397849,879.7661539173815,-2.522069449129277,5.8803696445758415,498,831,768.9817204301075,4115.40655462574,-2.3793836132238475,5.099675506897247,349,715,642.5258064516129,5141.437977013091,-2.3855865215823173,5.028975112356033,311,755,675.8086021505376,7929.16031343681,-2.531036281833572,5.642186498604785,428,766,707.0021505376344,3221.0505874046557,-2.3944839952517833,5.4251762576143925,642,1022,950.8387096774194,2974.3464009166983,-2.653405745233535,8.003272995610587,471,750,692.0924731182796,1437.3950993668761,-2.8966218324561694,9.69513364629701,8.0,6110_3_4
276,330,317.61182795698926,28.8599245344167,-2.868720736228068,14.588529542892985,366,537,508.36559139784947,301.9006446983113,-3.3589145547366677,18.841433074057402,421,808,736.6193548387097,1690.6859543734156,-2.755039055382822,13.942310441230525,296,699,615.8924731182796,1925.394238225864,-2.552070812631219,12.153022050442505,276,733,650.4881720430108,2582.090817968217,-2.758123132279192,13.591969576033456,284,737,665.1301075268817,2418.307058115444,-2.3695561621900456,11.758175027882576,374,975,884.389247311828,4002.1927798418924,-2.2748029473384563,11.506468868926461,273,707,642.9569892473119,2149.6579973841685,-2.39294976875858,11.605500490364301,9.0,6110_3_4
280,326,313.8043010752688,43.58921721819045,-1.9667502523242497,5.94679641904435,375,533,493.66129032258067,411.3264870307997,-2.151135995278614,7.071461536301205,442,788,701.158064516129,2054.346355776242,-2.189693319794447,6.909608572802231,326,656,579.1129032258065,2449.4780895169974,-2.200231255401762,6.200667357658967,303,716,605.0290322580645,3714.1423209139202,-2.2901208684754866,6.36061047643928,327,730,625.0537634408602,2320.3157285553893,-2.0541472062007644,8.024920480679674,402,985,834.8086021505376,3963.605953910437,-1.7328884567306972,7.931324777582876,307,718,608.5602150537634,2221.1486845608065,-1.6265568935760477,7.8893947963828435,10.0,6110_3_4
293,333,320.552688172043,26.086026135166733,-1.3667013327412507,3.3235399860703225,435,541,513.6989247311828,164.01259302985056,-1.3620149634429424,3.433595222006031,586,805,749.3279569892474,787.3616502887832,-1.2397417962318271,2.699450341415866,437,686,627.4860215053764,851.5331736055651,-1.4227749561311551,4.084945581443238,403,721,657.047311827957,1068.8223017002906,-1.69498014038504,6.999367603226396,553,729,668.1591397849462,788.0693727791473,-0.6230673514972325,0.24417398596214168,734,1016,880.9806451612903,1328.3849855897774,-0.5031878439275629,0.2775531269335878,531,749,638.2795698924731,674.3501741958632,-0.46322948057976976,0.4608778508967011,11.0,6110_3_4
