b1_min,b1_max,b1_mean,b1_variance,b1_skewness,b1_kurtosis,b2_min,b2_max,b2_mean,b2_variance,b2_skewness,b2_kurtosis,b3_min,b3_max,b3_mean,b3_variance,b3_skewness,b3_kurtosis,b4_min,b4_max,b4_mean,b4_variance,b4_skewness,b4_kurtosis,b5_min,b5_max,b5_mean,b5_variance,b5_skewness,b5_kurtosis,b6_min,b6_max,b6_mean,b6_variance,b6_skewness,b6_kurtosis,b7_min,b7_max,b7_mean,b7_variance,b7_skewness,b7_kurtosis,b8_min,b8_max,b8_mean,b8_variance,b8_skewness,b8_kurtosis,segment_id,image_id
278,305,293.27096774193546,16.075044272370565,-0.33952690885140197,0.39253334101875215,289,340,317.7440860215054,84.70300589140827,-0.2898560647050053,-0.3713667239203149,382,499,447.6290322580645,509.5317719365256,-0.22497337273593043,-0.6377961120136764,425,606,526.4623655913979,1345.1508964431637,-0.2365813121956168,-0.8868829140831505,302,450,385.2741935483871,1163.906437723532,-0.2896163227082374,-1.0609444418545153,426,647,558.6709677419354,1906.15426924546,-0.4845380000198185,-0.6356845295293816,420,633,558.5451612903225,1737.2062467446785,-0.7177205573986776,-0.2699547547124186,406,640,557.2010752688172,1980.8583411461045,-0.781306920799147,-0.1071354679444072,1.0,6180_0_3
282,307,295.041935483871,20.03591444147366,0.06695276276651882,-0.3013649503877094,294,351,321.60645161290324,126.77283239001356,0.15548190703988307,-0.5846651298454311,400,520,455.10215053763443,728.8237843906617,0.12155207292419705,-0.9429516970592022,448,635,535.1784946236559,1744.801259302985,0.04086072107926277,-1.0927917892393644,320,476,391.5430107526882,1313.3162320450945,-0.06446398359155399,-1.1611564623363708,448,660,561.5354838709677,2296.543949442689,-0.20097181539087572,-1.1198761008762472,449,644,557.3430107526882,1988.397825155966,-0.3524214348724609,-1.0052912420310924,432,637,554.8602150537635,2167.1688137319584,-0.42998003201003904,-0.9771946062059413,2.0,6180_0_3
281,308,295.4462365591398,21.04823662858664,-0.13567165417174226,-0.36444650601424433,293,349,323.46666666666664,123.70017940437747,-0.1730793269666903,-0.7592548425135845,395,510,460.4010752688172,692.8260483581606,-0.23161859679363614,-1.0170716345524935,448,621,544.5236559139785,1706.934316006343,-0.3063154068524556,-1.0763195749661634,311,462,399.46451612903223,1334.171505955068,-0.45063399119771325,-1.0318436828479565,462,651,574.4978494623656,1933.7142041969048,-0.5662119745830173,-0.807905270174742,460,642,569.921505376344,1468.3092248573448,-0.8149271622423077,-0.2503475663161958,448,642,566.4827956989247,1680.8161730152667,-0.8674631472076045,-0.2537785760203013,3.0,6180_0_3
279,307,293.8376344086021,25.08125166383092,-0.07155545930582713,-0.39362965977285613,290,348,317.5462365591398,137.61734319478686,-0.04364934230693942,-0.8459081628920324,388,514,445.47956989247314,786.3661053045823,-0.058775087371314344,-1.1035852579924852,435,614,521.1774193548387,1918.3743011910135,-0.08280970087971788,-1.2931638634923774,304,458,379.9967741935484,1534.7567172471265,-0.1686879732726331,-1.3721181932866178,434,635,547.5451612903225,2708.4269141289624,-0.3372284343469563,-1.209956244639793,421,625,545.7666666666667,2515.0725152493715,-0.5272203384035787,-1.013989152110812,411,622,542.1043010752688,2937.1376564001066,-0.5439798350228053,-1.0474613408152331,4.0,6180_0_3
278,319,295.4043010752688,36.159292568028974,0.011881373924793904,0.24964280724502697,286,354,319.1623655913979,167.3374411148535,-0.24066386574045315,-0.546319872588839,381,514,448.26666666666665,713.5628274129889,-0.24587688330357213,-0.6511017694722327,426,629,523.4677419354839,1685.5301746588423,-0.3092239420207482,-0.793950573054512,298,464,379.4752688172043,1328.533833350695,-0.4103990648104213,-0.9169376338846815,424,663,550.6010752688172,1746.132399273123,-0.625656524653308,-0.06464944208101864,423,638,550.2225806451613,1432.0268307927358,-0.891658093053154,0.6025588893987956,407,640,545.6483870967742,1642.234685232126,-0.934190623879088,0.7174734553839319,5.0,6180_0_3
281,326,302.2806451612903,93.8856314455363,0.05201993009264354,-0.6565043687220782,287,373,330.35483870967744,322.17104760581964,-0.1752285245222042,-0.8018130538445747,381,542,466.55913978494624,1304.5330972140237,-0.23086311863459802,-0.8703103948852373,423,654,545.6763440860215,2742.570053358334,-0.24309478410545016,-0.9274980727567756,294,485,394.63440860215053,1767.0825607370627,-0.34386882637587746,-0.9031440036694054,419,684,562.7688172043011,2574.330781161383,-0.47186057067798826,-0.4536426755205918,417,667,557.4967741935484,2022.6593006701623,-0.6609953976065346,0.015153344708983774,401,664,552.2311827956989,2174.124107318541,-0.7231929204768741,0.1820407309572567,6.0,6180_0_3
284,322,310.9763440860215,37.25670567265067,-1.7040568562605036,3.803623833265215,293,363,344.08817204301073,118.46584487887311,-1.8160677025450447,4.343917078774563,394,531,493.6752688172043,438.25826822690607,-1.757273405261545,4.121928504762109,447,633,583.8634408602151,947.2353681262081,-1.819837654433595,4.127868094671534,297,466,421.0075268817204,628.2722791300624,-1.8892726653791012,4.583314739001396,453,641,590.9440860215054,828.0485387224091,-1.7023187317094783,4.377289084396642,447,632,575.9258064516129,661.3561686169659,-1.4916860148293536,3.8043905896303585,423,620,566.7827956989247,744.4543861476672,-1.5352171628764528,3.898394289507797,7.0,6180_0_3
280,328,309.01290322580644,66.69305184207786,-0.7224123657249469,0.7617319702266645,292,372,341.1666666666667,231.5534625044851,-0.6400976878584785,0.6209347906740037,386,551,488.64301075268816,927.0285033045128,-0.48735819235425226,0.3561555303112205,439,673,576.3591397849463,1966.5210412398576,-0.45740875854700475,0.2823751314927616,303,490,416.210752688172,1302.190196418857,-0.6166458781501696,0.5350346784276279,436,686,586.5591397849462,1763.439448128986,-0.26910685807792817,0.34130839747008723,424,655,572.4623655913979,1328.3091311040896,-0.27172507704081067,0.35481838753426986,406,644,562.1139784946237,1358.4756924430249,-0.41204612454192113,0.7177072457203089,8.0,6180_0_3
283,324,302.84086021505374,61.39768278991169,-0.24712892077581147,-0.5405690860515504,295,365,329.14408602150536,190.2526291422156,-0.2993205351232421,-0.5190581774068534,399,549,463.9709677419355,743.3608354456751,-0.16422592842691264,-0.20585322257144245,437,667,540.989247311828,1594.9988078289755,-0.07903859870453332,-0.09975107246163173,302,482,388.66021505376347,1012.0200516221629,-0.24910608025310077,-0.22422128845679712,457,673,554.5483870967741,1284.2091739296502,-0.015332374632309406,0.6663028738668388,457,647,550.0279569892473,907.7064296213988,-0.3343672960893707,0.8344930473373999,442,634,542.8817204301075,937.9450906860192,-0.6078924084051921,1.0141934748093098,9.0,6180_0_3
284,318,303.8806451612903,37.737084620993784,-0.8496635551717651,0.5426248067378165,297,352,331.0784946236559,113.40717964744147,-0.9775400536160211,0.6959920198079854,397,508,466.73978494623657,443.81380834982696,-0.9756962176766084,0.7370776921296303,449,609,545.3290322580646,911.6957116566548,-0.9942849446600776,0.7275860658320501,317,444,393.93225806451613,567.1181186846766,-1.061336255233866,1.0352202548730665,451,620,556.2204301075269,779.446514346563,-0.981531446795165,1.3897950033973459,447,624,549.4989247311828,635.3116242462122,-0.874454437303853,1.735234076281615,436,608,543.5419354838709,705.2517379075662,-1.0336828796722028,1.909799746981685,10.0,6180_0_3
