b1_min,b1_max,b1_mean,b1_variance,b1_skewness,b1_kurtosis,b2_min,b2_max,b2_mean,b2_variance,b2_skewness,b2_kurtosis,b3_min,b3_max,b3_mean,b3_variance,b3_skewness,b3_kurtosis,b4_min,b4_max,b4_mean,b4_variance,b4_skewness,b4_kurtosis,b5_min,b5_max,b5_mean,b5_variance,b5_skewness,b5_kurtosis,b6_min,b6_max,b6_mean,b6_variance,b6_skewness,b6_kurtosis,b7_min,b7_max,b7_mean,b7_variance,b7_skewness,b7_kurtosis,b8_min,b8_max,b8_mean,b8_variance,b8_skewness,b8_kurtosis,segment_id,image_id
234,338,298.31888888888886,691.7858497095538,-0.891857911888803,-0.41472768248890146,200,364,307.7655555555556,1684.8092683228278,-1.08602150762052,0.029516008576024877,222,522,433.8622222222222,4830.267981708072,-1.275219480719792,0.5939436832369203,190,538,435.6277777777778,6792.738938326535,-1.2678887528962652,0.5898940581137908,109,327,262.17,2843.7007675194664,-1.1935372364063384,0.32697878203050124,174,351,282.26666666666665,1322.3915461624026,-0.7950475990817749,-0.3696373043239296,180,513,265.3388888888889,2447.4100543814116,1.5244197224804346,4.713314189983764,131,434,204.51444444444445,2063.958634285008,1.6544222584450967,4.741787192757258,1.0,6050_4_4
282,344,324.06111111111113,78.17757384748485,-1.504091312950397,3.514175411301993,287,374,347.79333333333335,174.09517241379314,-1.553025396643769,3.396995499366956,403,536,499.03,397.9023248053393,-1.609937528975749,4.03230254519432,407,561,510.37111111111113,506.6919342479298,-1.6103906515893307,3.995159616632473,245,344,313.9166666666667,251.46023359288097,-1.5158135192431044,3.37554692084115,237,360,317.83222222222224,295.0830540106291,-1.5121822602291313,3.6601891379204377,216,316,284.31555555555553,231.49097021381783,-1.6698896695555479,3.815114850866175,156,247,217.77333333333334,162.5559065628476,-1.6440314623811318,4.033695597763895,2.0,6050_4_4
309,350,328.6222222222222,47.518971696947226,-0.0429600694513919,-0.4454247430350864,325,380,355.2188888888889,103.55047707329132,-0.15025838744912376,-0.42631191149589576,468,553,510.9288888888889,237.57224570510442,-0.09183811480672252,-0.49161438793671364,479,572,522.6955555555555,281.40442961315046,-0.049528114554890486,-0.2802210216787402,279,355,322.34222222222223,154.4567247559016,-0.19643987107430927,-0.1380348766380748,286,368,325.81666666666666,172.05645161290323,-0.14214932555912083,-0.24095375323502521,255,323,291.18444444444447,149.29186009145965,-0.09038108278119084,-0.31292927550876026,193,252,223.48222222222222,103.40235323198615,-0.17442744534830237,-0.4183889331594268,3.0,6050_4_4
270,344,315.74333333333334,322.4935595105673,-1.1019681729445254,0.298911125078265,269,384,336.9277777777778,736.3718637992831,-1.1522652530993762,0.39071593583669273,376,555,483.49444444444447,1742.8175441848966,-1.1702024686123247,0.4017859171132856,375,563,489.75666666666666,2147.917363737486,-1.15702725158452,0.4081646038275806,214,351,299.1188888888889,1127.2772846372513,-1.1767570285482463,0.45801822815272164,207,358,298.96777777777777,1358.8432319861574,-1.1379281618722585,0.3657103375092401,181,322,266.9555555555556,1175.5886787788902,-1.1786685486058086,0.43511240170606946,131,251,202.67555555555555,797.5475664318379,-1.169207796673605,0.4825498654151441,4.0,6050_4_4
267,322,277.0288888888889,113.72107774069954,2.536757664178641,5.685241126171649,267,345,278.2266666666667,252.78505005561732,2.544840423484735,5.481307128442809,377,494,392.84222222222223,597.7236880484488,2.5831305691513977,5.62174005459719,372,502,389.81444444444446,737.7619713261649,2.6618379283425333,5.974878559866482,214,309,225.50333333333333,379.1668409343715,2.6372874165698894,5.89541617350676,205,318,219.11111111111111,464.8997651711778,2.637120201568823,5.852145923928598,180,274,192.2111111111111,388.48708441478186,2.5709736776552474,5.534975697301155,128,214,140.78444444444443,278.4718378445186,2.522538848807804,5.347640588106975,5.0,6050_4_4
265,383,290.28333333333336,640.78170189099,1.0746657590376045,-0.05465122741625805,264,429,298.77,1442.288531701891,1.0449163899792255,-0.19594748890091518,371,630,424.12555555555554,3457.1176999134836,1.087404490689425,-0.05899989719530385,367,644,424.72555555555556,4182.960191570881,1.1080310002694986,0.0014413144714624515,209,430,251.84666666666666,2324.897486095662,1.1123975758989273,0.04576973102159565,205,411,249.11333333333334,2665.853659621802,1.0702057730068801,-0.1234544565670852,179,403,221.96333333333334,2440.925239154616,1.0659939700740064,-0.06462738014090164,129,312,164.41222222222223,1632.7297725868248,1.078834224306576,-0.0723133824703095,6.0,6050_4_4
237,658,340.27555555555557,5527.470147076999,1.1671590539481296,1.3360009738129985,205,1017,374.8833333333333,13346.027530589545,1.2532584601843595,2.1438964818390085,265,1440,539.7566666666667,33210.80724137931,1.1117255545658873,1.458611796292323,220,1373,548.4655555555555,39367.31916821159,1.1218958944004511,1.2211000818834519,127,1131,349.65777777777777,21541.077414411076,1.2431376396633345,1.9808459904006064,187,979,366.87444444444446,21273.88744407367,1.2738154602311482,1.4349715990496206,181,1061,345.3311111111111,20349.80792979854,1.2530151702910473,1.9763212005958906,112,733,262.0422222222222,12601.215122976146,1.1281880757112537,1.1013868796573743,7.0,6050_4_4
224,594,257.91333333333336,2419.8434260289214,4.198709191836957,19.999048309497937,190,721,238.42111111111112,5460.822468174515,4.1869316312983,19.840232647455277,210,1094,306.46,12840.273147942156,4.566394498530542,23.52069778794914,180,1265,283.72222222222223,17851.87603510073,4.494688356397553,22.843124400191993,101,820,167.36777777777777,8381.563142998395,4.574540724260626,23.929918455619788,174,886,325.29,7848.453070077864,2.1748031777978705,8.910262844197755,189,806,425.86555555555555,17497.382349524163,-0.005001214592305185,-0.9159699125849419,140,627,356.55555555555554,14149.646520825609,-0.13435509868038442,-1.060795844530758,8.0,6050_4_4
223,333,240.51666666666668,220.1142936596218,2.72925611981271,8.890285712115228,185,346,211.85888888888888,563.2003102212335,2.5088044311367743,7.158848696932688,198,385,255.90777777777777,1050.3218526758126,1.2436381654289956,1.7357487151222415,168,435,230.39444444444445,1815.925441848968,1.7066151088193635,2.966522295429182,96,295,136.78666666666666,1128.8799110122357,1.7404095058644495,2.7515129698385774,152,436,284.58,3227.8723470522805,-0.25615940787220187,-0.45067006022505085,173,696,395.08666666666664,9902.957997775304,-0.1558528351749999,-0.5940620642738401,131,552,337.2911111111111,7419.639297985415,-0.30067943036008565,-0.6308958039333166,9.0,6050_4_4
224,346,249.11555555555555,704.3114373995799,1.5296044081384037,1.020962836149133,187,379,227.16,1949.7963959955505,1.4864487590398197,0.8105876926060889,203,555,294.99666666666667,5825.108998887653,1.4293523670374293,0.8757110982104317,170,617,277.9244444444444,11006.592727722162,1.5124746707725554,0.9478691001405637,99,423,169.8411111111111,6551.352924236806,1.508713302323889,0.893943183632838,171,535,347.37444444444446,5134.6260425163755,-0.05918580946151644,-0.284513580821927,207,694,468.35555555555555,9916.580892349526,-0.3459423863791707,-0.38203333887919877,171,598,399.69,7547.889332591769,-0.37687077517184614,-0.3169295401432186,10.0,6050_4_4
