b1_min,b1_max,b1_mean,b1_variance,b1_skewness,b1_kurtosis,b2_min,b2_max,b2_mean,b2_variance,b2_skewness,b2_kurtosis,b3_min,b3_max,b3_mean,b3_variance,b3_skewness,b3_kurtosis,b4_min,b4_max,b4_mean,b4_variance,b4_skewness,b4_kurtosis,b5_min,b5_max,b5_mean,b5_variance,b5_skewness,b5_kurtosis,b6_min,b6_max,b6_mean,b6_variance,b6_skewness,b6_kurtosis,b7_min,b7_max,b7_mean,b7_variance,b7_skewness,b7_kurtosis,b8_min,b8_max,b8_mean,b8_variance,b8_skewness,b8_kurtosis,segment_id,image_id
286,330,306.06666666666666,25.715679942590597,0.6322478501910754,3.23437665582746,288,354,319.8043010752688,72.80773174994503,-0.021633304032280566,1.6896340110821244,364,497,438.2225806451613,277.1484669606583,-0.3665089843272944,1.2492592648221885,409,581,515.3129032258065,613.056991562207,-0.8012720348954555,1.0534380891311663,408,614,541.6333333333333,1016.1678866164333,-1.031977085315909,1.2247606834821907,429,643,561.352688172043,848.3792446496984,-0.8346080824871563,1.2596087537223433,580,886,772.6161290322581,1658.484346678704,-0.8479789508884982,1.4879761199136157,420,652,570.6494623655914,1002.6950750604766,-0.8908612089350157,1.4789496378628657,1.0,6160_0_3
282,329,307.60215053763443,29.08804703867032,-0.34811772899377647,2.2387661226956697,275,352,320.36021505376345,81.25116034121557,-0.7163653002786033,2.7424265820017437,358,502,437.33870967741933,290.5794472030279,-0.4605838830536197,1.6477619355607143,391,599,512.263440860215,637.690481150966,-0.8999622449145314,2.438381711673199,371,623,537.2258064516129,1056.7713462272995,-1.4496831040149587,3.7173945876362167,413,624,557.6752688172043,704.619947451879,-1.2170915275153056,3.048814798893173,570,881,767.5301075268817,1263.907058115444,-1.1692185536093063,2.901689480985686,427,632,565.9096774193548,762.9067953748395,-1.2413167379845016,2.8402792627557165,2.0,6160_0_3
282,322,305.4559139784946,36.028732479137,-0.5514814538734816,1.1213276264885144,271,344,316.3505376344086,124.12456914013217,-1.1143357885068126,1.7441968908046483,344,479,429.65806451612906,432.04657106149523,-1.0907480780027423,1.8847991801421093,369,567,501.3741935483871,1044.4626271745547,-1.3094859161917687,1.9902773273160879,359,620,525.3817204301075,1980.7271143673975,-1.4075489461068926,1.9759274715922999,374,658,548.4860215053764,1415.9379098811303,-1.192989339895297,2.599539127306235,500,987,758.8623655913979,2947.6430385314306,-0.8426394385468989,3.2987709865064083,365,740,560.0516129032258,1824.2298413139345,-0.9228618812545961,3.087425810776657,3.0,6160_0_3
286,328,306.18709677419355,24.46872460849335,0.11134257709416938,0.7804552148146411,291,348,316.35483870967744,68.31744157783255,-0.1781483352327651,0.5061725570854594,376,483,427.952688172043,243.78462678102255,-0.25654518679299726,0.39083776190331454,417,566,498.96774193548384,540.0506267578736,-0.4686874796049861,0.17136770531749823,396,603,523.0268817204301,913.897016100096,-0.7247177786269353,0.432351945461777,451,621,546.2440860215054,694.0921339861338,-0.7311765546337116,0.6502641104217299,603,863,754.5387096774193,1450.0528594742873,-0.723030919323267,0.7951933569160081,447,640,557.0344086021505,856.026801856546,-0.7744093348745806,0.7448214660072496,4.0,6160_0_3
289,331,306.90752688172046,29.62330173501395,0.48444607561484143,0.9298312358531597,290,359,319.40860215053766,75.5422294755605,0.4896227171514934,1.4826205530318566,373,523,436.15698924731186,287.47156035510494,0.514923232835464,1.9039840332977738,417,618,511.594623655914,567.6471185342083,0.3021104125493478,1.816527742578531,431,663,538.4118279569892,864.5266629628345,-0.14547462242820708,1.4590833338272988,427,672,560.6913978494624,741.0079991203398,0.0024574720263585764,1.5927485017657066,595,922,773.9258064516129,1528.8782353553943,0.03899123225383964,1.4887859131743246,436,678,571.8548387096774,871.7668495433869,-0.008043806903024591,1.2702284217330195,5.0,6160_0_3
289,326,308.4591397849462,32.87507783835087,-0.07285376539365657,0.19254870890653475,289,347,318.39032258064515,91.0154067849578,-0.15900280276650305,0.25692510161205373,375,483,430.405376344086,316.87855018114055,-0.21340985467257823,0.04025371821705015,410,565,500.794623655914,649.4357084158015,-0.43300934007517583,0.06956296021380526,406,589,519.8440860215054,1002.5493998634213,-0.5641123952306557,0.11682230714687591,453,622,543.0193548387097,728.122337581166,-0.4236696876381067,0.45084868310290593,616,900,751.0956989247312,1550.2502505874047,-0.24631593227643947,0.8874559336017316,442,670,554.1,904.2903121636167,-0.12789970435798828,0.9596974267075749,6.0,6160_0_3
283,331,308.44193548387096,51.099423591096915,-0.34069678280757576,0.21690108295306132,277,351,318.18494623655914,158.01312082595462,-0.5026729821378537,0.12753055756635678,347,487,429.9720430107527,488.02505179577986,-0.35359757520101903,0.03637805572089681,378,569,496.547311827957,1042.3126138639072,-0.49455006329699497,0.1591484332763562,372,590,510.4043010752688,1676.7104228156065,-0.7690733257646385,0.5656561298295624,377,617,535.3720430107527,1067.8808106762967,-0.6888257317901282,1.5876837133014083,513,868,740.5763440860215,2157.185230968668,-0.7303785241319599,1.9587569701200653,384,641,545.0021505376344,1296.245420558584,-0.7235503744063723,1.4313566805258473,7.0,6160_0_3
287,328,306.76774193548385,27.418549255182473,0.08556097007171548,1.4607304342950824,281,359,319.36451612903227,80.89066634258134,-0.16510477133454912,2.2389693221818723,359,508,435.81397849462365,300.6273609037351,-0.33679011493042776,2.134392875796075,399,609,509.56559139784946,692.090956861928,-0.7328379878509335,2.2614718278040087,392,639,531.9301075268817,1157.6108256073708,-0.9759900095294184,1.864963097449488,403,647,551.1010752688172,881.3266942139195,-1.0449233797394302,3.0402335448768225,540,882,758.047311827957,1738.9148743590638,-1.0506746711315973,3.4599373340927366,391,654,559.2913978494623,1042.5985265692093,-1.0956374576520005,3.2996825133151066,8.0,6160_0_3
282,328,303.6720430107527,23.357344583723975,-0.011861120844221654,3.371082760389923,275,346,315.7989247311828,66.2189439448129,-1.0889331070479256,4.329541006680497,350,476,430.61505376344087,232.28438024468446,-1.2503603279433628,3.9561237709617147,381,568,504.1956989247312,610.2393786821302,-1.7625986050685403,4.884172812058371,362,588,531.0795698924732,1183.5157285553896,-2.0594815258294608,5.266337283249946,372,613,549.0279569892473,985.0110582543375,-2.0645187488094843,6.319232336990234,499,840,754.2935483870967,2117.191454564395,-2.087439460312571,6.443922008122282,348,622,556.8924731182796,1330.0853038878665,-2.0969311985644685,6.463675497129943,9.0,6160_0_3
279,345,302.14731182795697,55.49280762063498,1.5874931439806625,5.854643824080412,276,374,304.8784946236559,175.35981689179027,1.3439414674117622,3.3907936762827804,345,537,397.6,766.1842841765339,1.1889286042710296,2.13262983533028,374,633,444.51182795698924,1646.8615391738142,1.1314607568813024,1.3596711054030495,354,636,444.705376344086,2633.4803801057906,1.1246094838298262,0.6753667038729216,349,626,439.8494623655914,3181.2195099366877,1.0629544264542685,0.35137498739690587,447,827,586.0462365591397,7017.919280762065,1.0459774476103696,0.22854662475342113,327,615,428.1172043010753,3980.5793592370105,1.0758918809227822,0.35187822045560235,10.0,6160_0_3
