b1_min,b1_max,b1_mean,b1_variance,b1_skewness,b1_kurtosis,b2_min,b2_max,b2_mean,b2_variance,b2_skewness,b2_kurtosis,b3_min,b3_max,b3_mean,b3_variance,b3_skewness,b3_kurtosis,b4_min,b4_max,b4_mean,b4_variance,b4_skewness,b4_kurtosis,b5_min,b5_max,b5_mean,b5_variance,b5_skewness,b5_kurtosis,b6_min,b6_max,b6_mean,b6_variance,b6_skewness,b6_kurtosis,b7_min,b7_max,b7_mean,b7_variance,b7_skewness,b7_kurtosis,b8_min,b8_max,b8_mean,b8_variance,b8_skewness,b8_kurtosis,segment_id,image_id
330,342,336.18387096774194,3.1319247196083206,-0.02443112160142232,0.051198721279831716,352,370,359.6677419354839,5.6752769193374775,0.08750088366431277,0.5251951060413691,504,533,518.5591397849462,21.22201002349619,-0.25825993590878293,0.35451182792551705,634,675,659.3935483870968,50.77713809507274,-0.6746686400124732,0.3703775047661044,657,702,683.7516129032258,66.40648286398833,-0.5753631890614956,0.24275222320422163,638,684,665.831182795699,66.51075963285763,-0.5649507790549145,0.17895502945951813,848,916,888.0881720430108,115.33344444830263,-0.6620505139181351,0.6545947478484688,588,635,616.7956989247311,52.81935715360487,-0.6796251616537992,0.7117488164138934,1.0,6130_0_4
325,340,334.5838709677419,4.436983923052884,-1.082543356540585,3.4531802524376616,335,369,356.26236559139784,14.97952938180724,-2.005030387683569,8.946242088852454,458,532,508.789247311828,70.15144507332431,-2.4313501190066398,10.631518816847139,531,668,641.0440860215053,288.9140930819357,-3.1177925599147676,14.728466964222559,518,698,661.8709677419355,528.5732143477204,-3.3870948816169504,16.012749274449497,572,677,647.3236559139785,244.81978425176803,-1.3125563962512659,3.104059912037341,780,909,865.9763440860215,359.92624280935684,-0.8682180213007787,1.1375064787014786,547,632,602.4129032258064,172.11565679363866,-0.9073453594563066,1.0386452940251871,2.0,6130_0_4
321,341,334.36344086021506,5.656789008877623,-1.814617093449337,6.746154279401329,330,363,356.3827956989247,19.83393404863595,-3.3115980477425317,13.510204847504031,449,524,509.09032258064514,108.18774262995244,-3.1405815743793513,11.673785047128348,518,671,642.489247311828,542.6828767202564,-2.950576229520878,10.229755991036031,503,698,664.5451612903225,922.6594222021596,-3.1403232106980425,11.28839998208589,545,685,653.1150537634409,278.1256073706263,-2.01381890470162,7.396435794258377,746,1054,879.2451612903226,483.92691412896284,1.4004198542392297,17.160363252710727,513,726,611.7010752688172,201.24531638830052,0.8835183181682399,16.60086825436806,3.0,6130_0_4
318,340,333.3451612903226,12.91302823014688,-1.6341050852815309,2.785671968421302,327,365,354.3333333333333,55.34625044851094,-1.9747830116275389,3.3612180777484832,444,525,503.96666666666664,252.09468963042698,-1.7957081034210245,2.441581889192584,522,671,630.9032258064516,1114.3975138025626,-1.8083759074975645,2.41467251263692,490,701,650.4795698924731,1975.0205724735813,-2.0222388267444296,3.255439386382391,524,683,646.8537634408602,638.8418857136243,-2.2426905394754617,5.525907482418411,705,1047,875.9075268817204,1271.9591467296318,-0.26072879194723875,8.284314466176498,488,710,608.9860215053764,591.2990508929709,-1.0618857194082216,7.49608236565637,4.0,6130_0_4
321,340,330.9688172043011,11.937670289477643,-0.41375646173902836,-0.15468555356612468,330,366,348.55698924731183,57.48921374584766,-0.4260973145213206,-0.5815235982980855,442,524,487.9623655913978,300.26445941410003,-0.4145714511484879,-0.622290577899788,514,653,598.8397849462366,1279.5706436566084,-0.6992823050199012,-0.6466672514498342,502,682,612.3494623655914,2301.1856025093466,-0.8243335952559653,-0.49985720825696456,524,667,615.0806451612904,810.7609812840724,-0.35055803306776784,-0.12919839896832563,704,999,844.2623655913978,1447.9095616745951,-0.30479909540865874,1.2409879765701852,481,680,587.1247311827957,689.6679560632891,-0.5026578991676635,1.148044043009616,5.0,6130_0_4
322,341,332.8462365591398,9.486557403613553,-0.5937500077757277,0.9271492045934799,328,366,352.51505376344085,41.1606988668588,-1.0203939979418637,1.410108137871953,446,528,497.14193548387095,193.25216847807218,-1.2754624186028285,1.8841972598159327,522,655,618.0494623655914,756.2515874393787,-1.763787763675694,2.9108111768822686,507,685,636.7677419354839,1332.8824889753114,-1.938043207263209,3.5482586056010392,515,675,628.6978494623656,599.8580147458824,-1.2094338093368888,1.8754546667786745,688,1025,849.3989247311828,1130.1840677338334,-0.30740769292768794,3.6843222259521635,480,699,590.3247311827957,540.1829183883699,-0.73357621620084,3.2499229709587665,6.0,6130_0_4
324,340,333.2913978494624,3.825652511082561,-0.6204829270208376,2.3012127584757627,334,361,353.6268817204301,10.350406842830191,-1.6083421058009306,6.904463826937393,455,516,500.55591397849463,57.065223329513756,-1.6603909183149734,5.935554084674182,531,656,627.5408602150537,276.2227635218815,-1.85607139834633,6.104270794033141,519,686,649.0139784946236,505.38947069921403,-2.0961441199157327,7.318470193110359,546,671,637.7258064516129,278.01408035001214,-0.9519770435193877,1.6836104397627176,751,954,856.058064516129,539.962179242335,-0.606536200918261,0.8284489874463477,519,650,594.694623655914,278.79362014884776,-0.652032096747737,0.49669654709215605,7.0,6130_0_4
320,344,332.86129032258066,12.0485537692281,-0.38872386243534546,0.5313124872725874,330,368,352.0086021505376,45.293790293644456,-0.8239684461678198,0.44600695022968573,440,528,491.3741935483871,241.65530747595406,-0.7871487342380731,0.22057131423903398,500,679,599.0827956989248,1097.3462053080548,-0.49524904288977456,-0.4133344157140302,489,703,614.2064516129033,1833.711906663426,-0.6526651046390669,-0.35849393792921225,502,690,618.7795698924731,829.5175584800397,-0.9015233032650828,0.9986478459003569,680,920,847.7451612903226,929.2234695649155,-1.5173124463656595,3.9676108963171774,458,631,592.4139784946236,455.29991203398265,-1.8035195398271404,4.991843137135704,8.0,6130_0_4
321,343,333.0408602150538,14.207155341041933,-0.566596552798149,0.3315342542014088,328,368,352.28494623655916,57.64422954500736,-0.9939852397140692,0.6176055031751888,448,527,491.9258064516129,242.46704052224035,-0.5598320732983025,-0.17496432581550225,521,666,597.5311827956989,957.138423787863,-0.43374759670686336,-0.5261438427393741,498,687,609.5612903225806,1716.7330532310148,-0.7510290499144753,-0.09951514365696967,519,677,615.8516129032258,543.3579360394458,-0.5374509695200994,0.23494366155777602,723,972,841.4537634408603,872.0285380279408,0.03224193255637913,1.7590412861798441,503,657,587.1483870967742,334.6797874926213,-0.5127073537571839,1.9173253521834361,9.0,6130_0_4
320,350,336.8731182795699,26.95912589557508,-0.19479084705067468,-0.03671430918816743,330,384,359.4913978494624,94.1016482053775,-0.4291822583997533,0.22090417096183623,450,553,505.81935483870967,430.4926282162575,-0.17048180952336717,-0.20509126622511564,514,705,614.3440860215054,1373.9675914672962,-0.21933316675801168,-0.15030610480462947,501,738,628.8462365591398,2172.014006273366,-0.5600807408308928,0.24259245006867314,517,720,625.2075268817205,1057.6005891408265,-0.09716254979051196,0.7425849271304186,691,992,848.1193548387097,1688.2666863432758,-0.30703436131734263,1.381347933730816,474,692,590.6150537634409,764.1939604384411,-0.5416002586367351,1.8211463310184888,10.0,6130_0_4
335,374,351.1623655913979,28.23302776716784,0.5960910834651014,0.6493051231483533,360,414,383.4720430107527,52.56165028878318,0.3325732057968643,0.5167653320699754,513,602,550.3806451612903,142.19510399666652,0.01879973076435183,0.6821338692691126,615,734,668.8537634408602,244.64167042837136,-0.1948304100834212,0.6099012826428436,626,743,679.8827956989247,323.20153361806547,-0.4038069315169625,0.5340150144872244,592,722,651.6129032258065,370.1793812285149,-0.5039636382645096,0.9632993490830399,786,953,859.4720430107527,781.595019502992,-0.2631804819675822,0.5457024797175882,537,654,591.9408602150538,367.8597925853907,-0.016778158846808493,0.29367522140284663,11.0,6130_0_4
339,367,350.63763440860214,22.10428718589766,0.526095489686049,0.178997798705264,362,408,383.85483870967744,46.59139206222439,0.20357002153434223,0.16704215639292963,494,587,551.5827956989248,163.4145583758695,-0.06946513583972483,0.39960680134014614,591,715,670.6548387096774,265.9227160665301,-0.3635679884212891,1.0879337634783104,600,723,685.0774193548388,225.1974443557068,-0.6676789500273127,1.5319822751809884,588,688,658.3784946236559,153.78769633204857,-0.8512565322919493,2.0953830690970943,787,905,872.0935483870968,261.9341886871072,-0.9137673926814047,1.0513250204399336,548,629,602.2645161290322,144.743734157436,-0.9864360126091537,1.1828807568802242,12.0,6130_0_4
